Sum of balls,Sum of batsman_id,Sum of batsman_position,Sum of bowler_id,fielders,Sum of fours,Sum of innings,isout,Sum of match_id,Sum of runs,Sum of sixes,Sum of strikerate,team,wickettype
7,6315,4,4380,{46533},0,1,true,501247,3,0,42.85,Kochi,caught
0,47123,10,0,{46533},0,1,true,501247,0,0,0,Kochi,run out
18,6315,3,4380,{46533},2,1,true,501200,18,0,100,Kochi,stumping
378,515737,61,792877,{46533},31,23,true,12860724,454,18,1907.97,Mumbai,caught
24,1934,2,44814,{46533},7,2,true,501270,40,0,166.66,Mumbai,stumping
24,7568,3,80807,{46533},6,1,true,1254083,46,2,191.66,Punjab Kings,caught
1,48319,9,58274,{46533},0,2,true,419128,0,0,0,RCB,caught
0,10556,8,0,{46533},0,1,true,392194,0,0,0,RCB,run out
172,463937,45,523056,{46533},14,14,true,8886143,176,5,795.08,Royals,caught
13,15473,1,0,{46533},1,2,true,336015,8,0,61.53,Royals,run out
47,8658,4,54789,{46533},2,3,true,1096660,35,1,144.78,Royals,stumping
230,567516,43,787454,{46533},27,20,true,13866143,303,13,1295.14,Sunrisers,caught
32,51216,2,61325,{46533},4,2,true,1216502,39,1,121.87,Sunrisers,stumping
236,391316,62,743634,{46533},32,24,true,10856460,270,4,1550.99,Super Kings,caught
6,9900,1,0,{46533},1,2,true,419116,6,0,100,Super Kings,run out
1,63477,8,62153,{46533},0,1,true,1082607,0,0,0,Supergiant,caught
39,73709,15,109969,{46533},3,4,true,1961862,41,0,107.89,Supergiants,caught
17,99684,15,76953,{46533},0,6,true,1794111,24,3,412.11,Warriors,caught
20,10238,4,0,{46533},1,1,true,548327,34,2,170,Warriors,run out
33,55765,10,52450,{46533},5,4,true,1096724,42,1,205.21,Warriors,stumping
149,541719,36,569226,{46597},19,15,true,10256091,184,6,877.94,Capitals,caught
16,106418,7,0,{46597},0,2,true,1359529,10,0,62.5,Capitals,run out
3,61999,8,63477,{46597},0,2,true,1254117,2,0,66.66,KKR,caught
43,75591,6,0,{46597},4,2,true,1359535,54,3,125.58,KKR,run out
52,120396,4,107922,{46597},8,3,true,2429446,76,2,294.04,Mumbai,caught
27,175711,11,249350,{46597},3,4,true,3577340,34,1,192.38,Royals,caught
54,155902,8,152781,{46597},3,3,true,2558154,50,2,208.57,Sunrisers,caught
47,178924,9,152535,{46597},0,2,true,2719038,29,0,120.76,Super Giants,caught
33,157046,11,147248,{46597},4,4,true,2608150,52,3,290.47,Titans,caught
45,10406,2,4169,{46688},9,2,true,335990,71,2,157.77,Royals,caught
8,7781,1,50483,{46695},3,1,true,734033,18,1,225,Kings XI,caught
31,10384,1,47185,{46695},1,1,true,392207,19,0,61.29,KKR,caught
8,46597,5,0,"{46888,61797}",0,2,true,1175366,2,0,25,RCB,run out
55,292826,23,224643,{46888},4,6,true,4714274,80,7,493.08,Capitals,caught
92,399811,33,514201,{46888},23,7,true,8627292,154,4,885.36,Mumbai,caught
12,12701,1,0,"{46933,12894}",3,2,true,548316,14,0,116.66,Daredevils,run out
2,68573,11,0,"{46933,12894}",0,2,true,729297,2,0,100,Royals,run out
2,53716,9,0,"{46933,45257}",0,1,true,1181768,0,0,0,Mumbai,run out
90,365014,14,279996,{46933},14,9,true,6300766,127,5,640.75,Capitals,caught
18,12049,5,9505,{46933},1,2,true,501236,13,0,72.22,Chargers,caught
51,217639,12,185806,{46933},5,7,true,3022274,53,1,308.32,Daredevils,caught
31,10384,2,49327,{46933},3,2,true,980911,49,3,158.06,Guj Lions,caught
125,215610,21,207297,{46933},16,8,true,5057202,192,10,423.89,Kings XI,caught
146,737007,76,744492,{46933},18,21,true,16514289,177,4,1155.24,KKR,caught
247,800725,73,620686,{46933},34,21,true,16101213,296,8,1683.6,Mumbai,caught
5,19392,9,0,{46933},0,3,true,1378178,0,0,0,Mumbai,run out
32,201930,15,170756,{46933},1,4,true,3762224,16,0,109.51,Punjab Kings,caught
226,416668,22,411420,{46933},24,10,true,8214283,266,6,968.55,RCB,caught
58,87649,30,279123,{46933},1,8,true,4238890,54,2,352.68,Royals,caught
149,462124,38,400946,{46933},24,12,true,9100575,199,3,1000.24,Sunrisers,caught
12,117667,10,146737,{46933},1,4,true,2671687,15,1,248.57,Super Giants,caught
22,51216,1,0,{46933},4,1,true,1304113,31,1,140.9,Titans,run out
21,50281,6,45487,{46933},0,2,true,548330,23,0,109.52,Warriors,caught
18,12701,2,0,"{47023,7136}",5,1,true,419118,27,0,150,Royals,run out
8,66253,5,0,"{47023,8742}",1,2,true,548333,8,0,100,Daredevils,run out
24,2347,3,7540,{47023},2,2,true,419106,19,0,79.16,Chargers,caught
8,17622,14,99342,{47023},1,4,true,1017211,8,0,186.66,Daredevils,caught
12,75236,8,27100,{47023},0,2,true,1659492,14,1,180,Kings XI,caught
67,68790,12,136236,{47023},9,5,true,3108475,71,0,363.62,KKR,caught
23,8999,5,48965,{47023},2,2,true,598055,26,1,113.04,Mumbai,caught
14,58494,7,14272,{47023},0,3,true,811330,9,0,117.77,RCB,caught
52,115575,8,70232,{47023},6,3,true,1427724,84,4,327.11,Royals,caught
60,31618,10,111790,{47023},7,3,true,1912342,89,3,330,Sunrisers,caught
104,101011,8,28280,{47023},12,3,true,1644990,127,3,389.58,Super Kings,caught
4,12049,4,0,"{47055,11920}",0,2,true,598069,2,0,50,Sunrisers,run out
2,47308,5,0,"{47055,52539}",0,1,true,501234,0,0,0,Kings XI,run out
15,49040,5,0,"{47055,64402}",2,1,true,1254096,21,1,140,Mumbai,run out
19,96494,12,163075,{47055},2,3,true,2433012,27,2,195.83,Capitals,caught
20,49005,1,51050,{47055},3,2,true,501239,26,0,130,Chargers,caught
7,15887,1,0,{47055},1,2,true,501203,7,0,100,Chargers,run out
44,218302,10,202001,{47055},8,3,true,3247815,56,1,401.62,Daredevils,caught
35,46533,3,0,{47055},3,1,true,419128,45,0,128.57,Daredevils,run out
2,47154,8,54282,{47055},0,1,true,980929,1,0,50,Guj Lions,caught
109,150138,15,106216,{47055},17,6,true,2864085,139,4,582.05,Kings XI,caught
48,60809,9,111397,{47055},6,4,true,2078671,55,1,272.65,KKR,caught
19,10384,1,48277,{47055},2,1,true,501219,23,1,121.05,Kochi,caught
11,48405,4,45890,{47055},1,1,true,598050,16,1,145.45,Mumbai,caught
49,304163,22,332187,{47055},3,5,true,5016336,55,4,290.99,Punjab Kings,caught
72,155886,10,112015,{47055},11,5,true,2408722,118,8,358.18,RCB,caught
14,70931,4,102383,{47055},1,3,true,1852111,6,0,75,Royals,caught
18,110397,11,135647,{47055},2,4,true,2508120,25,1,284.41,Sunrisers,caught
118,297320,20,218629,{47055},9,11,true,6072846,154,10,933.32,Super Kings,caught
7,7593,5,0,{47055},0,2,true,598022,9,0,128.57,Super Kings,run out
5,51096,1,54282,{47055},0,2,true,980943,0,0,0,Supergiants,caught
41,28590,10,141300,{47065},7,3,true,1503753,45,1,229.16,Kings XI,caught
12,10406,3,47100,{47065},1,2,true,501241,6,0,50,Warriors,caught
8,48405,4,0,"{47078,12701}",0,1,true,980923,5,0,62.5,Mumbai,run out
37,6523,4,102547,{47078},4,3,true,811304,44,2,237.41,Chargers,caught
58,116964,7,143933,{47078},8,6,true,1867041,79,3,333.79,Daredevils,caught
51,15716,3,54282,{47078},9,1,true,980929,75,0,147.05,Guj Lions,caught
53,128369,11,116092,{47078},6,5,true,2661622,58,1,380.51,Kings XI,caught
94,154228,24,349289,{47078},9,10,true,5566936,93,0,739.12,KKR,caught
148,262743,25,384219,{47078},15,9,true,6211008,169,4,609.4,Mumbai,caught
60,194343,32,227185,{47078},3,12,true,5842150,63,3,566.9,RCB,caught
8,49193,6,59261,{47078},1,2,true,598004,7,0,87.5,Sunrisers,caught
13,49193,7,7804,{47078},0,2,true,980979,17,1,130.76,Supergiants,caught
58,49752,3,0,"{47079,51482}",10,1,true,598054,99,4,170.68,RCB,run out
13,7519,5,7804,{47079},2,1,true,598028,22,1,169.23,Kings XI,caught
15,2232,4,11399,{47079},2,1,true,598040,12,0,80,KKR,caught
23,49342,2,0,{47079},3,1,true,598062,31,1,134.78,Super Kings,run out
24,7716,3,58274,{47079},4,2,true,598035,31,0,129.16,Warriors,caught
30,77820,17,101367,{47100},1,4,true,1981017,22,1,167.45,Chargers,caught
10,76663,20,103279,{47100},1,5,true,1394722,8,0,100,Daredevils,caught
3,15887,3,0,{47100},0,1,true,336015,3,0,100,Daredevils,run out
41,144438,11,124797,{47100},4,4,true,1359658,30,0,200.6,Kings XI,caught
2,11920,1,48431,{47100},0,2,true,548363,1,0,50,KKR,caught
3,45257,1,47100,{47100},0,2,true,392225,1,0,33.33,Mumbai,caught
20,50551,12,56915,{47100},2,2,true,728174,19,1,190,RCB,caught
16,7716,5,45105,{47100},1,2,true,501241,20,2,125,Warriors,caught
33,48739,1,0,"{47123,4176}",4,2,true,419120,57,4,172.72,Daredevils,run out
32,10787,1,0,"{47123,4176}",7,2,true,419126,45,0,140.62,Royals,run out
13,49342,1,0,"{47123,59325}",1,1,true,419147,23,1,176.92,Super Kings,run out
1,12049,4,45105,{47123},0,1,true,548346,0,0,0,Chargers,caught
110,132158,20,139036,{47123},16,7,true,2698195,142,4,596.54,Daredevils,caught
7,11399,7,0,{47123},1,1,true,501233,13,1,185.71,Daredevils,run out
45,17845,6,95554,{47123},7,4,true,837285,59,2,253.33,Kings XI,caught
60,53240,8,55191,{47123},11,2,true,728242,98,6,392.97,KKR,caught
3,45890,8,0,{47123},0,1,true,598008,2,0,66.66,KKR,run out
15,1988,1,8163,{47123},6,1,true,336024,36,2,240,Mumbai,caught
7,93249,14,96862,{47123},0,3,true,784475,3,0,91.66,RCB,caught
13,60911,13,90516,{47123},0,3,true,1196059,5,0,78.57,Royals,caught
4,2000,8,0,{47123},0,1,true,419141,1,0,25,Royals,run out
116,94432,40,286574,{47123},13,13,true,4320815,158,11,1150.4,Super Kings,caught
11,46933,2,0,{47123},0,1,true,548355,9,0,81.81,Super Kings,run out
71,27890,4,63519,{47123},8,6,true,1697276,99,5,266.66,Warriors,caught
12,11984,4,0,"{47154,3947}",1,1,true,336010,26,3,216.66,KKR,run out
30,8539,5,0,"{47154,8742}",1,1,true,419151,41,3,136.66,Chargers,run out
33,104296,15,114377,{47154},3,6,true,1483369,29,0,326.25,Chargers,caught
84,64470,9,141234,{47154},9,4,true,2061304,103,4,345.71,Daredevils,caught
19,8813,4,0,{47154},1,1,true,419128,17,0,89.47,Daredevils,run out
41,63457,6,23118,{47154},2,4,true,1070023,70,8,337.55,Kings XI,caught
17,102466,7,60422,{47154},1,4,true,1563780,21,2,218.57,KKR,caught
21,47055,4,0,{47154},5,1,true,598013,47,3,223.8,KKR,run out
33,14018,3,59716,{47154},5,3,true,1049538,33,0,172.21,Mumbai,caught
80,215087,17,141966,{47154},7,8,true,3394561,101,5,447.41,RCB,caught
20,186880,32,73088,{47154},0,7,true,2272609,11,0,189.27,Royals,caught
4,53549,8,48319,{47154},1,2,true,336029,4,0,100,Super Kings,caught
24,47023,5,12562,{47154},1,2,true,598018,20,0,83.33,Warriors,caught
5,48349,7,12020,{47184},0,2,true,336028,5,0,100,Mumbai,caught
13,2281,5,47185,{47184},0,1,true,392191,10,0,76.92,RCB,caught
1,8821,1,11399,{47184},0,1,true,392214,0,0,0,Super Kings,caught
1,12619,6,0,"{47185,11399}",0,1,true,419124,1,0,100,Royals,run out
32,3947,6,0,"{47185,12810}",4,1,true,336016,39,1,121.87,RCB,run out
2,67455,6,0,"{47185,8742}",0,2,true,734043,2,0,100,Kings XI,run out
8,11399,5,0,"{47185,8742}",0,1,true,980989,7,0,87.5,Supergiants,run out
15,86165,4,67609,{47185},1,2,true,1175365,11,0,73.33,Capitals,caught
58,55732,10,65626,{47185},4,4,true,1229472,46,0,222.77,Chargers,caught
50,176975,29,142934,{47185},10,7,true,3013259,78,2,536.09,Daredevils,caught
72,182573,12,198248,{47185},8,5,true,3525670,82,2,295.98,Kings XI,caught
48,50301,7,58584,{47185},6,3,true,967450,54,1,175,KKR,caught
37,172630,30,160774,{47185},1,9,true,3182516,44,3,349.99,Mumbai,caught
10,70472,2,96335,{47185},2,1,true,1359505,11,0,110,Punjab Kings,caught
69,210191,19,160515,{47185},4,5,true,2060978,71,3,516.45,RCB,caught
158,175126,18,255432,{47185},37,12,true,4464794,255,7,1021.86,Royals,caught
38,9982,3,0,{47185},5,1,true,419124,45,1,118.42,Royals,run out
63,100369,21,251019,{47185},4,4,true,4336801,68,3,374.99,Sunrisers,caught
53,86814,14,204671,{47185},5,7,true,3734862,69,4,519.42,Super Kings,caught
20,46933,4,0,{47185},2,1,true,734023,23,0,115,Super Kings,run out
1,50810,10,0,{47185},0,1,true,598003,1,0,100,Warriors,run out
36,15887,2,7793,{47186},5,1,true,501212,45,1,125,Chargers,caught
17,71331,4,0,"{47231,8742}",4,1,true,1082608,26,0,152.94,Daredevils,run out
15,60530,1,58274,{47231},0,1,true,1136608,21,3,140,Kings XI,caught
19,49039,2,66116,{47231},3,2,true,1136589,27,1,142.1,KKR,caught
92,179512,16,229353,{47231},12,7,true,4480248,146,9,597.39,Sunrisers,caught
30,48319,7,0,"{47252,10125}",2,1,true,335992,34,3,113.33,RCB,run out
3,47123,9,0,"{47252,48128}",0,1,true,336011,2,0,66.66,Chargers,run out
75,14563,9,67040,{47252},11,3,true,1008033,83,1,269.48,Chargers,caught
25,57186,14,53869,{47252},1,3,true,672053,16,0,116.66,Daredevils,caught
3,7716,4,47100,{47252},0,1,true,392195,2,0,66.66,Kings XI,caught
51,9587,3,0,{47252},7,1,true,392195,60,1,117.64,Kings XI,run out
69,38583,21,230155,{47252},6,9,true,2110623,87,4,528.59,KKR,caught
13,11920,1,54282,{47252},2,1,true,598053,12,0,92.3,KKR,stumping
44,109360,24,110766,{47252},1,6,true,1792371,28,1,262.85,RCB,caught
27,8821,4,2000,{47252},4,1,true,392202,29,0,107.4,Super Kings,stumping
4,59610,7,0,"{47289,48277}",0,2,true,829713,1,0,25,RCB,run out
5,47123,9,9815,{47289},0,2,true,419141,3,0,60,Chargers,caught
68,207848,23,200139,{47289},9,5,true,3427917,85,3,477.61,Kings XI,caught
69,110060,16,155895,{47289},5,4,true,1674550,71,1,303.26,RCB,caught
36,94852,13,0,{47289},3,3,true,990230,46,2,296.87,RCB,run out
11,50281,3,51012,{47289},2,1,true,829811,14,0,127.27,Royals,caught
8,35812,1,58274,{47289},1,1,true,734015,8,0,100,Sunrisers,caught
22,2281,2,0,"{47308,49040}",3,2,true,419162,23,0,104.54,RCB,run out
24,12562,8,0,"{47308,8742}",3,1,true,598018,30,0,125,Sunrisers,run out
42,52678,7,53050,{47308},5,2,true,893456,60,2,146.34,Chargers,caught
28,54803,11,9367,{47308},2,4,true,728239,30,0,209.09,Daredevils,caught
62,4164,3,20317,{47308},5,2,true,1099248,65,1,195.68,Mumbai,caught
61,65154,15,116943,{47308},5,10,true,1819320,75,3,595.43,RCB,caught
8,55402,5,45257,{47308},1,1,true,392225,6,0,75,Royals,caught
10,7630,7,7520,{47308},1,1,true,729297,10,0,100,Super Kings,caught
28,27936,6,57725,{47324},2,4,true,1096746,27,2,133.33,Chargers,caught
3,59601,1,47324,{47324},0,1,true,598052,0,0,0,Kings XI,caught
9,2230,2,47324,{47324},0,2,true,598019,4,0,44.44,Mumbai,caught
8,46533,4,10125,{47324},1,2,true,598023,7,0,87.5,RCB,caught
5,49342,1,47324,{47324},0,2,true,598026,3,0,60,Super Kings,caught
8,48248,4,47324,{47324},2,2,true,548365,9,0,112.5,Warriors,caught
25,59599,3,48998,{47340},2,2,true,734005,31,2,124,Daredevils,caught
9,56718,13,110290,{47340},0,2,true,1458574,3,0,42.85,Mumbai,caught
26,51454,3,0,"{47347,12701}",1,1,true,829781,33,2,126.92,KKR,run out
48,6548,12,19115,{47347},4,2,true,838234,69,4,299.47,Chargers,caught
10,64767,7,54282,{47347},0,1,true,980929,5,0,50,Guj Lions,caught
19,8999,5,8161,{47347},2,2,true,501251,13,0,68.42,Mumbai,caught
38,7568,1,49028,{47347},4,2,true,981019,76,8,200,RCB,caught
25,51454,1,0,{47347},3,2,true,419136,29,0,116,RCB,run out
39,50281,3,54283,{47347},0,1,true,1082634,34,0,87.17,Supergiant,caught
4,61999,2,0,{47347},0,1,true,1082634,1,0,25,Supergiant,run out
16,8742,4,6769,{47347},0,1,true,548319,17,1,106.25,Warriors,caught
5,6259,3,0,"{47391,3947}",0,2,true,392204,3,0,60,Kings XI,run out
30,16260,4,9960,{47391},3,4,true,784472,27,0,183.33,Chargers,caught
29,47624,2,47391,{47391},6,2,true,419109,50,2,172.41,KKR,caught
28,57488,8,54418,{47391},3,4,true,1002466,33,1,174.23,Kochi,caught
15,8999,3,0,{47391},2,2,true,501201,14,0,93.33,Mumbai,run out
42,70242,8,96912,{47391},7,3,true,1332764,46,0,345,Super Kings,caught
14,8040,7,0,"{47624,8813}",0,1,true,335988,8,0,57.14,Chargers,run out
2,48431,10,0,"{47624,8813}",0,1,true,734031,2,0,100,Mumbai,run out
54,59869,12,102315,{47624},9,5,true,1386576,90,4,568.86,Chargers,caught
43,33335,17,149128,{47624},1,4,true,1647585,31,1,173.8,Daredevils,caught
7,50483,8,59261,{47624},0,1,true,1082629,6,0,85.71,Guj Lions,caught
80,203742,21,252031,{47624},8,11,true,5745995,97,5,943.14,Kings XI,caught
0,47185,7,0,{47624},0,1,true,392183,0,0,0,Kings XI,run out
31,11984,4,11374,{47624},0,1,true,336017,31,2,100,KKR,caught
99,171481,40,182045,{47624},13,13,true,4281224,117,3,814.74,Mumbai,caught
35,196677,20,124695,{47624},1,6,true,2827053,22,0,280.35,RCB,caught
84,263629,31,366973,{47624},14,7,true,5849874,110,3,728.29,Royals,caught
54,284582,33,231062,{47624},1,12,true,4842980,59,3,430.24,Sunrisers,caught
18,62649,8,58701,{47624},0,4,true,884377,14,0,131.25,Super Kings,caught
57,201603,21,172121,{47624},1,9,true,2843796,59,4,393.43,Warriors,caught
35,4176,1,12562,{47695},10,2,true,392237,85,5,242.85,Chargers,caught
37,76312,9,49637,{47695},4,2,true,990190,39,0,191.95,Kings XI,caught
20,2232,4,45257,{47695},0,2,true,598034,19,1,95,KKR,caught
32,10384,1,49752,{47695},4,1,true,501200,45,2,140.62,Kochi,caught
21,57348,12,101134,{47695},1,2,true,990237,19,0,179.09,Mumbai,caught
10,48571,1,7804,{47695},1,2,true,392230,6,0,60,Royals,caught
27,2119,2,51181,{47695},5,2,true,392189,57,3,211.11,Super Kings,caught
8,2292,8,0,"{48128,47252}",0,1,true,335992,3,0,37.5,RCB,run out
4,2121,2,0,"{48128,9257}",0,2,true,336033,7,1,175,Super Kings,run out
26,15200,7,12125,{48128},5,4,true,672076,36,1,225,Daredevils,caught
28,61308,12,94200,{48128},2,2,true,672010,27,0,100,Super Kings,caught
15,15317,4,66725,{48148},1,2,true,981005,17,1,113.33,Supergiants,caught
16,46533,3,67296,{48155},1,1,true,1178395,17,1,106.25,RCB,caught
9,10401,6,48381,{48189},0,2,true,548326,14,1,155.55,Royals,caught
18,9587,3,1973,{48249},2,2,true,392191,26,1,144.44,Kings XI,caught
37,1988,1,9815,{48249},4,1,true,336036,38,0,102.7,Mumbai,caught
15,7793,2,58185,{48269},2,2,true,548309,13,0,86.66,Kings XI,caught
15,49042,4,0,"{48277,11920}",1,1,true,501214,11,0,73.33,Royals,run out
22,51096,1,0,"{48277,4173}",3,1,true,829811,37,2,168.18,Royals,run out
2,64479,6,0,"{48277,67609}",0,2,true,981009,2,0,100,Sunrisers,run out
8,59215,7,0,"{48277,8742}",0,1,true,980915,13,1,162.5,Sunrisers,run out
5,101780,10,0,"{48277,8813}",0,2,true,1254106,1,0,20,Royals,run out
39,15887,2,98673,{48277},1,1,true,1254116,36,2,92.3,Capitals,caught
11,12036,5,15473,{48277},0,2,true,501230,8,0,72.72,Daredevils,caught
31,189839,7,203864,{48277},1,7,true,3676894,16,0,187.86,Kings XI,caught
43,149656,9,102559,{48277},7,2,true,2273140,52,1,177.44,KKR,caught
33,174341,13,165660,{48277},3,4,true,3119908,35,2,219.09,Mumbai,caught
5,59261,9,64402,{48277},1,2,true,1254106,6,0,120,Royals,caught
62,91884,9,68830,{48277},4,2,true,1714952,80,5,271.23,Sunrisers,caught
21,51088,3,0,{48277},4,1,true,1254109,26,0,123.8,Sunrisers,run out
32,49342,2,7520,{48277},4,1,true,548381,42,1,131.25,Super Kings,caught
1,7630,7,0,"{48319,52521}",0,2,true,733995,1,0,100,Super Kings,run out
8,9570,5,8107,{48319},0,1,true,392188,14,1,175,Chargers,caught
71,93938,6,58161,{48319},13,3,true,1316943,106,1,276.89,Daredevils,caught
33,51216,6,51092,{48319},2,2,true,829759,42,1,127.27,Kings XI,caught
11,7781,1,0,{48319},1,1,true,734025,17,2,154.54,Kings XI,run out
54,18108,12,97629,{48319},5,4,true,1501735,71,3,392.66,KKR,caught
23,59392,9,20708,{48319},2,3,true,920413,26,0,202.22,Mumbai,caught
9,7419,2,45890,{48319},4,1,true,501244,16,0,177.77,RCB,caught
12,10125,2,49327,{48319},3,2,true,829787,12,0,100,Royals,caught
17,48739,1,51098,{48319},1,2,true,980967,24,2,141.17,Sunrisers,caught
8,9505,7,4173,{48319},1,1,true,548371,14,1,175,Super Kings,caught
2,2041,10,0,{48319},1,1,true,392224,4,0,200,Super Kings,run out
14,12084,3,4173,{48319},1,1,true,598003,6,0,42.85,Warriors,caught
8,44946,1,0,{48319},0,1,true,548313,8,0,100,Warriors,run out
87,28599,10,147042,{48349},10,6,true,1456452,125,8,560.09,Chargers,caught
33,14838,7,52244,{48349},4,4,true,784450,41,2,260.89,Daredevils,caught
30,48739,2,45222,{48349},0,2,true,392215,21,1,70,Daredevils,stumping
1,9235,2,2228,{48349},0,1,true,336028,0,0,0,Kings XI,caught
10,10671,9,0,{48349},1,1,true,392200,10,0,100,Kings XI,run out
12,15851,2,7139,{48349},0,1,true,392200,12,1,100,Kings XI,stumping
14,65264,11,47245,{48349},0,3,true,728194,10,0,133.33,KKR,caught
47,48405,4,2000,{48349},5,1,true,501263,58,1,123.4,Mumbai,stumping
6,9989,6,1988,{48349},0,2,true,392181,8,1,133.33,Super Kings,caught
36,7781,2,48431,{48359},2,2,true,548325,32,1,88.88,Daredevils,caught
31,51096,2,49040,{48359},4,2,true,548317,40,2,129.03,Royals,caught
13,47624,4,9505,{48373},1,2,true,548347,13,0,100,KKR,caught
4,45257,5,8270,{48373},0,1,true,336004,2,0,50,Mumbai,caught
9,7130,2,2101,{48373},0,2,true,335998,10,1,111.11,RCB,caught
27,10406,2,12562,{48373},3,2,true,336015,24,0,88.88,Royals,caught
57,17428,4,9882,{48373},10,2,true,672002,75,1,250.94,Super Kings,caught
4,48739,1,47154,{48381},0,1,true,598010,0,0,0,Daredevils,caught
14,17922,4,92376,{48381},4,4,true,1002528,18,0,245.83,Kings XI,caught
5,61489,11,0,{48381},0,2,true,501264,0,0,0,Kings XI,run out
1,50409,11,0,"{48405,4176}",0,2,true,419151,1,0,100,RCB,run out
15,51050,8,0,"{48405,49040}",4,2,true,829737,20,0,133.33,RCB,run out
3,7520,8,0,"{48405,51098}",0,1,true,501269,2,0,66.66,KKR,run out
13,60530,3,0,"{48405,52521}",1,1,true,734001,10,0,76.92,Sunrisers,run out
3,45890,7,0,"{48405,8813}",0,2,true,598050,1,0,33.33,KKR,run out
28,257972,21,287913,{48405},9,7,true,5099452,49,0,537.5,Capitals,caught
21,180110,26,148944,{48405},1,4,true,2193352,16,1,220,Chargers,caught
123,295476,32,353382,{48405},18,20,true,8110176,139,3,1060.19,Daredevils,caught
29,15716,3,7139,{48405},2,1,true,1082606,28,0,96.55,Guj Lions,caught
88,346122,34,426416,{48405},5,14,true,4764930,82,3,564.54,Kings XI,caught
2,7781,2,0,{48405},0,1,true,733973,1,0,50,Kings XI,run out
260,329226,51,462781,{48405},27,18,true,8765112,300,12,1101.08,KKR,caught
3,7129,8,0,{48405},0,1,true,392184,7,1,233.33,KKR,run out
45,49296,6,51292,{48405},5,2,true,672018,56,2,244.04,Mumbai,caught
