fielders,isout,team,wickettype,Sum of balls,Sum of batsman_id,Sum of batsman_position,Sum of bowler_id,Sum of fours,Sum of innings,Sum of match_id,Sum of runs,Sum of sixes,Sum of strikerate
{100878},true,Mumbai,caught,98,220188,12,270792,8,8,4991209,152,10,511.75
{53891},true,Royals,caught,98,308780,37,477372,5,11,8072671,137,11,714.97
{70633},true,KKR,caught,98,472439,58,444082,9,17,12153540,133,9,1365.23
{49039},true,Daredevils,caught,97,216750,26,155538,14,6,3640221,136,5,739.34
{49342},true,Daredevils,caught,97,215438,18,132873,8,12,3163546,108,3,542.9
{8999},true,Daredevils,caught,97,244776,20,279080,11,11,4559556,118,5,619.96
{50281},true,Kings XI,caught,96,231677,27,331082,14,10,4820960,132,6,534.87
{58185},true,Mumbai,caught,96,100552,8,171701,9,4,2066106,129,5,448.47
{61479},true,Sunrisers,caught,96,125147,8,81693,8,3,2763247,111,2,337.42
{87477},true,Super Kings,caught,96,187629,15,303582,9,9,6153316,150,12,813.81
{15473},true,Mumbai,caught,95,168137,24,283135,7,13,5807733,82,2,615.13
{48520},true,Daredevils,caught,95,23660,5,18527,17,2,672018,139,3,291.52
{49042},true,Chargers,caught,95,119771,16,75557,10,6,1731701,146,7,522.77
{51088},true,Kings XI,caught,95,239877,23,331683,6,10,5750758,110,5,421.48
{6315},true,Daredevils,caught,95,24367,8,34818,12,5,1257365,97,1,315.23
{63509},true,Super Kings,caught,95,231555,37,501173,8,11,8663951,111,4,623.4
{47078},true,KKR,caught,94,154228,24,349289,9,10,5566936,93,0,739.12
{63509},true,Kings XI,caught,94,180805,14,280743,8,8,4671805,105,4,432.44
{7139},true,Royals,caught,94,197919,22,253497,12,7,3179104,134,5,556.26
{44853},true,Sunrisers,caught,93,219707,17,262281,14,6,5016316,118,1,464.79
{51092},true,KKR,caught,93,196840,25,257451,5,8,6140847,110,7,573.21
{51092},true,Super Kings,caught,93,74776,11,150786,6,6,4709073,100,6,377.11
{52161},true,Super Kings,caught,93,111584,12,231079,13,6,4877436,153,10,476.29
{58406},true,Mumbai,caught,93,362656,22,441529,11,10,7153439,108,5,563.32
{6256},true,Royals,caught,93,119324,9,148058,9,5,2381644,127,6,375.08
{46888},true,Mumbai,caught,92,399811,33,514201,23,7,8627292,154,4,885.36
{47231},true,Sunrisers,caught,92,179512,16,229353,12,7,4480248,146,9,597.39
{60628},true,Sunrisers,caught,92,164541,10,193540,4,5,3880110,112,7,296.63
{63477},true,Mumbai,caught,92,288543,22,362184,7,9,7041854,84,2,400.43
{6354},true,RCB,caught,92,151914,13,111160,9,8,1568796,94,2,443.8
{67455},true,Mumbai,caught,92,303466,26,260156,12,7,5339257,122,4,528.91
{8813},true,Super Giants,caught,92,382681,38,321496,10,12,8046166,84,1,478.33
{19422},true,Kings XI,caught,91,135553,7,36686,15,5,3397596,158,10,497.21
{2232},true,Mumbai,caught,91,73542,20,144994,7,5,1986717,117,5,477.29
{51092},true,Mumbai,caught,91,407150,32,337082,14,13,8133986,126,3,777.89
{52521},true,Sunrisers,caught,91,109269,7,96162,4,2,1458634,111,4,242.45
{54222},true,Royals,caught,91,345800,26,357737,9,7,6069776,96,3,452.7
{59599},true,RCB,caught,91,194223,17,229813,12,8,4781643,115,2,593.94
{11399},true,RCB,caught,90,173768,17,248144,12,7,2327134,136,7,726.4
{15317},true,Kings XI,caught,90,231955,25,253209,13,8,4062189,98,2,493.47
{4382},true,Kings XI,caught,90,111114,18,160932,11,7,1758627,132,6,581.19
{46933},true,Capitals,caught,90,365014,14,279996,14,9,6300766,127,5,640.75
{59601},true,KKR,caught,90,129264,19,236025,14,6,4169830,100,1,500.67
{6256},true,Daredevils,caught,90,137142,20,241440,9,11,3659357,91,2,559.66
{4176},true,Warriors,caught,89,116362,18,209379,16,8,2699680,107,1,503.84
{61413},true,KKR,caught,89,225247,10,220064,16,4,3660956,170,10,621.74
{6253},true,Daredevils,caught,89,74813,7,115819,12,5,1491453,118,6,356.32
{104814},true,RCB,caught,88,212001,12,174064,7,4,3728451,78,1,268.83
{15887},true,Daredevils,caught,88,295158,8,256881,10,6,4919552,113,5,547.88
{35812},true,Daredevils,caught,88,137510,7,168396,11,6,3002465,109,2,317.42
{35812},true,Kings XI,caught,88,186018,19,216884,13,4,4362668,130,2,568.21
{48405},true,Kings XI,caught,88,346122,34,426416,5,14,4764930,82,3,564.54
{51096},true,Capitals,caught,88,285451,21,355842,8,9,6561092,97,3,412.72
{53649},true,Super Kings,caught,88,121194,7,224430,8,3,3019031,145,13,418.41
{58406},true,Capitals,caught,88,744867,30,574554,15,13,12340654,122,5,748.63
{87477},true,Mumbai,caught,88,202079,13,286353,11,5,4871287,114,6,543.29
{48349},true,Chargers,caught,87,28599,10,147042,10,6,1456452,125,8,560.09
{49247},true,Punjab Kings,caught,87,200194,15,228629,10,5,5171702,103,3,444.52
{50281},true,RCB,caught,87,379684,37,401438,3,10,7858802,82,4,550.09
{51012},true,RCB,caught,87,327731,31,259966,9,9,6591814,132,7,973.72
{59601},true,Mumbai,caught,87,465902,37,556548,7,13,7879172,99,4,742.43
{63224},true,RCB,caught,87,415386,34,357692,3,9,7210515,96,5,555.23
{66253},true,Mumbai,caught,87,222700,9,244318,4,7,4479458,102,7,436.16
{66722},true,Daredevils,caught,87,154475,27,301434,10,6,4811639,104,5,491.65
{74975},true,Capitals,caught,87,66983,5,178899,11,4,2433010,114,1,262.13
{75325},true,Capitals,caught,87,348130,11,339645,10,5,5216393,111,5,523.7
{81147},true,Super Kings,caught,87,93530,5,160819,9,3,2508215,118,4,260.04
{95316},true,Super Kings,caught,87,155189,11,266972,7,4,3946326,139,10,465.11
{10384},true,KKR,caught,86,125304,15,179290,14,9,4284154,126,4,552.02
{10401},true,Kings XI,caught,86,216066,31,106824,9,11,3720676,103,4,719.23
{51092},true,Kings XI,caught,86,175281,17,251022,7,8,4399341,100,4,434.04
{51098},true,Kings XI,caught,86,131801,11,126163,14,5,2576632,124,3,526.17
{59339},true,Royals,caught,86,161684,5,115020,11,2,2558166,111,3,243.85
{70405},true,KKR,caught,86,201539,8,217114,9,3,3824662,118,7,416.66
{7520},true,Daredevils,caught,86,190534,29,160681,4,8,3113099,72,1,324.14
{95094},true,RCB,caught,86,556222,27,576741,9,10,9014350,98,4,580.3
{9587},true,KKR,caught,86,35740,17,199927,9,8,2170002,110,4,593.55
{9900},true,Daredevils,caught,86,352952,48,431847,12,14,7933420,95,3,930.78
{9900},true,RCB,caught,86,107196,16,368902,7,9,4323877,64,1,516
{50709},true,Sunrisers,caught,85,116325,8,116847,6,4,3168808,83,1,343.18
{51421},true,Sunrisers,caught,85,311340,14,271658,9,7,4718078,113,4,462
{60530},true,Supergiants,stumping,85,66413,4,119733,17,3,1961900,112,0,263.76
{7593},true,KKR,stumping,85,328610,39,107260,6,13,6098838,89,4,1134.63
{79159},true,Super Kings,caught,85,275069,15,326558,7,5,5404286,106,4,509.21
{8742},true,KKR,caught,85,285046,28,175970,12,7,3407011,94,3,605.15
{8999},true,Royals,caught,85,298588,26,289376,10,12,5807770,93,1,791.87
{2232},true,Kings XI,caught,84,36237,15,145557,13,6,1751872,120,4,515.37
{2347},true,RCB,caught,84,63110,19,203310,14,6,1512697,105,0,425.15
{47154},true,Daredevils,caught,84,64470,9,141234,9,4,2061304,103,4,345.71
{47624},true,Royals,caught,84,263629,31,366973,14,7,5849874,110,3,728.29
{49247},true,Super Kings,caught,84,32749,9,73726,8,4,1008113,130,7,435.11
{73507},true,Royals,caught,84,237208,8,175730,6,6,3750189,107,7,380.87
{95316},true,Mumbai,caught,84,268838,18,197367,12,4,4898817,111,3,507.1
{49108},true,Daredevils,caught,83,191737,9,122687,8,3,2791581,105,5,358.33
{51098},true,Mumbai,caught,83,142301,8,106908,13,3,2989187,127,5,461.75
{60628},true,Capitals,caught,83,325623,30,380293,6,5,6263088,99,5,472.22
{9587},true,Daredevils,caught,83,86277,18,212591,17,10,2780244,141,6,515
{9587},true,RCB,caught,83,216019,44,372107,6,15,4250468,83,3,638.61
{15308},true,RCB,caught,82,206961,14,92576,8,5,3532780,95,3,331.67
{44853},true,Mumbai,caught,82,208915,24,316758,8,9,5050345,102,4,606.36
{45554},true,Daredevils,caught,82,190023,12,191958,13,8,3482273,119,4,697.94
{46533},true,Guj Lions,caught,82,121331,15,326530,10,11,6089166,121,8,573.75
{49042},true,Daredevils,caught,82,57552,7,66049,12,2,920338,123,5,304.29
{49247},true,Daredevils,caught,82,248849,13,240545,11,8,3438925,113,4,497.21
{51088},true,RCB,caught,82,558710,51,568287,8,13,11493849,94,2,768.32
{51216},true,Royals,stumping,82,77184,12,188888,9,5,2297807,106,5,404.23
{61797},true,Mumbai,caught,82,166574,21,234624,15,7,3904199,147,8,657.42
{6256},true,Mumbai,caught,82,151623,27,230735,13,7,2796655,130,7,568.75
{7139},true,Super Kings,caught,82,152352,37,132340,4,11,3869407,74,3,475.66
{7593},true,Capitals,caught,82,259569,31,296702,8,9,7439047,86,1,579.11
{85763},true,Royals,caught,82,156014,5,171526,22,2,2718970,139,2,348.44
{8999},true,Sunrisers,caught,82,243808,17,258501,9,8,3992221,106,4,706.46
{12601},true,Daredevils,caught,81,122520,14,191131,11,6,2004960,120,7,551.15
{15887},true,Sunrisers,caught,81,291775,15,393197,9,7,6420488,104,7,593
{2024},true,Royals,caught,81,37455,15,123932,7,4,1778874,81,0,377.51
{2232},true,Chargers,caught,81,178382,34,180347,10,12,3344379,88,2,541.66
{4176},true,KKR,caught,81,59429,12,214655,16,10,3120292,102,0,399.29
{52539},true,Super Kings,caught,81,72774,6,174924,9,6,2821569,105,3,273.71
{58406},true,KKR,stumping,81,219069,15,295208,9,6,3774682,102,5,361.27
{59260},true,Mumbai,caught,81,209802,14,269363,14,7,5014378,85,1,528.41
{61990},true,Kings XI,caught,81,437891,47,385843,7,9,7292592,90,3,659.16
{8021},true,Kings XI,caught,81,121891,24,171332,4,6,2342011,75,1,419.81
{100878},true,Royals,caught,80,317734,23,402394,6,5,6195337,104,6,624.43
{12049},true,Warriors,caught,80,112681,19,124796,6,8,2342348,65,1,219.77
{1973},true,Royals,caught,80,26135,9,95487,9,5,1147328,66,0,200.75
{47154},true,RCB,caught,80,215087,17,141966,7,8,3394561,101,5,447.41
{47624},true,Kings XI,caught,80,203742,21,252031,8,11,5745995,97,5,943.14
{7568},true,Kings XI,caught,80,86752,9,118192,10,4,1874445,124,9,292.72
{15716},true,Chargers,caught,79,103522,27,134388,7,11,2819321,88,3,488.75
{44930},true,KKR,caught,79,62461,14,209517,9,6,2927318,86,1,275.04
{51482},true,Daredevils,caught,79,133314,13,86503,20,6,3146213,136,3,363.27
{54010},true,Chargers,caught,79,25594,2,60303,6,3,1096725,101,4,245.44
{7716},true,Mumbai,caught,79,169778,23,206545,7,9,3519157,80,3,480.23
{80607},true,KKR,caught,79,212795,10,161491,14,5,3880079,107,2,291.46
{8742},true,Super Kings,stumping,79,103578,11,106921,12,5,2298404,101,4,521.62
{96392},true,Super Giants,caught,79,278577,19,220179,4,8,5216350,96,4,460.8
{-},false,Mumbai,retired not out,78,124629,29,0,8,10,4543116,84,3,733.99
{11984},true,RCB,caught,78,137533,18,82565,9,8,2052111,110,6,527.74
{35812},true,Chargers,caught,78,70610,10,71402,16,3,1503675,112,2,341.21
{44853},true,Super Kings,caught,78,109582,7,114258,9,3,2350698,105,5,411.28
{49040},true,Daredevils,caught,78,268469,27,253267,10,8,4783572,120,7,558.45
{53271},true,Sunrisers,caught,78,172321,11,190236,12,5,3855592,116,4,480.56
{53314},true,Super Kings,caught,78,35564,19,108327,6,5,2005071,94,4,342.63
{54340},true,RCB,caught,78,252219,18,216481,8,9,5049350,86,2,570.62
{59215},true,RCB,caught,78,160826,12,211401,9,5,3006680,81,2,318.14
{61832},true,Royals,caught,78,162183,7,144088,13,3,3531503,104,1,418.75
{61990},true,Mumbai,caught,78,123790,13,193763,12,6,3429874,114,5,557.46
{77887},true,Capitals,caught,78,265578,14,214194,10,5,3967630,97,3,324.17
{8813},true,Capitals,caught,78,405863,17,302783,13,10,6140313,136,7,668.88
{95316},true,Royals,caught,78,578651,35,519043,11,12,8677564,81,2,572.26
{96417},true,Super Kings,caught,78,114218,4,165687,10,4,3527275,107,5,412.51
{10125},true,KKR,caught,77,181202,11,219650,10,7,3108252,110,5,529.14
{10129},true,Royals,caught,77,159133,37,217359,7,10,3402013,118,6,717.28
{2347},true,Super Kings,caught,77,74570,17,77285,7,5,1483416,92,4,401.93
{45257},true,Chargers,caught,77,172876,31,169563,6,11,2746240,72,1,448.37
{49040},true,Supergiant,caught,77,160719,8,35991,9,5,3247918,96,2,348.44
"{51454,8742}",true,RCB,run out,77,17693,6,0,12,3,1810672,130,8,333.32
{64244},true,Mumbai,caught,77,185998,18,209030,4,4,4769692,106,7,365.22
{66101},true,Mumbai,caught,77,200964,10,219758,7,5,3862288,88,4,235.89
{67609},true,RCB,caught,77,268646,22,192851,14,5,4698625,129,4,536.97
{70411},true,RCB,caught,77,194600,26,374540,6,8,6455515,56,1,344.33
{7136},true,Super Kings,caught,77,85958,15,111713,13,6,2428651,108,1,437.21
{98673},true,Royals,caught,77,106542,2,160661,10,3,2520580,124,7,300.1
{103588},true,Punjab Kings,caught,76,261862,16,295667,6,7,5221682,116,9,480.63
{10401},true,Sunrisers,caught,76,171953,14,156989,4,6,2855506,75,2,307.96
{15716},true,Sunrisers,caught,76,177290,24,231744,5,8,5376097,98,6,535.18
{49040},true,Punjab Kings,caught,76,80366,8,146633,6,2,2558168,98,4,247.69
{49108},true,RCB,caught,76,193539,20,251468,8,4,3269300,78,1,431.5
{49750},true,RCB,caught,76,54265,11,101244,9,6,1257453,79,0,287.97
{6315},true,Royals,caught,76,87567,18,120869,11,3,1491469,98,3,402.45
{63509},true,RCB,caught,76,122145,5,138498,8,3,2432492,108,6,273.36
{7139},true,Sunrisers,caught,76,41361,6,60074,14,4,2463962,106,3,361.22
{7781},true,Mumbai,caught,76,65063,7,76034,15,4,1736517,113,2,433.56
{83439},true,Titans,caught,76,158825,8,154022,8,2,2729861,148,11,333.75
{86165},true,Sunrisers,caught,76,355025,26,295876,6,8,7115887,86,4,456.05
{95316},true,Punjab Kings,caught,76,354689,27,386662,3,6,6581210,83,4,498.51
{45222},true,KKR,caught,75,100565,16,231651,8,9,3480029,64,0,313.96
{47252},true,Chargers,caught,75,14563,9,67040,11,3,1008033,83,1,269.48
{48405},true,Warriors,caught,75,107016,14,109268,6,5,1600470,90,4,351.08
{51421},true,Daredevils,caught,75,105429,7,115608,7,3,2063622,91,2,250.16
{51454},true,Kings XI,caught,75,301526,40,481686,6,14,7824706,103,7,1026.13
{59599},true,Sunrisers,caught,75,239223,14,298960,7,5,4831357,73,1,453.69
{7593},true,Capitals,stumping,75,228478,12,145679,13,5,3573389,108,2,290.76
{7773},true,KKR,caught,75,90099,15,131480,8,4,1891721,98,5,384.19
{7781},true,Warriors,caught,75,96727,18,168930,10,4,2295414,106,5,450.72
{103588},true,Royals,caught,74,171715,15,208569,12,4,3830101,119,4,478.9
{2347},true,KKR,caught,74,71513,17,184365,6,4,1649560,79,3,450.42
{45256},true,Super Kings,caught,74,145548,21,200856,5,7,3223424,83,5,368.01
{49327},true,Kings XI,caught,74,132337,23,85684,12,6,2295310,101,5,263.57
{54222},true,Super Kings,caught,74,19383,4,126715,8,3,1865895,117,9,321.29
{7520},true,KKR,caught,74,60713,10,70382,7,4,1518417,78,3,190
{75591},true,Super Kings,caught,74,127900,11,326220,7,6,5072143,104,6,626.87
{95323},true,Royals,caught,74,404631,31,475229,11,11,7461792,96,4,871.14
{96392},true,Mumbai,caught,74,214791,9,230595,6,6,3912235,96,5,447.42
{9900},true,Sunrisers,caught,74,193811,12,154682,12,6,3627251,98,4,557.51
{12049},true,Kings XI,caught,73,181804,23,193900,13,11,3000884,106,4,795.2
{12928},true,KKR,caught,73,24013,10,124330,5,4,2135368,64,1,305.95
{15473},true,Sunrisers,caught,73,73489,9,108783,7,4,2066043,90,5,390.21
{2000},true,Daredevils,caught,73,71282,16,25353,5,4,1621615,92,4,454.23
{4176},true,RCB,stumping,73,160273,22,152811,9,9,2070162,88,4,577.34
{44691},true,KKR,caught,73,9592,3,93554,11,2,838278,124,9,325.64
{49040},true,RCB,run out,73,104001,12,0,6,5,2331508,98,6,348.71
{50281},true,Mumbai,caught,73,347129,43,265738,6,11,8820786,83,5,700.75
{53271},true,Punjab Kings,caught,73,254567,15,192897,12,4,5327160,98,3,476.85
{54282},true,Guj Lions,caught,73,129417,21,287508,9,5,4904809,86,2,604.34
{58406},true,Super Kings,stumping,73,259880,19,327549,10,8,5314667,79,1,510.38
{75591},true,Royals,caught,73,130959,13,240010,8,4,3786604,78,2,310.2
{7773},true,Sunrisers,caught,73,64626,3,98535,14,2,1816642,145,8,349.26
{8814},true,RCB,caught,73,103704,11,26468,9,6,1503633,100,3,272.72
{8821},true,Chargers,caught,73,100986,9,19004,11,6,1064223,98,4,390.29
{96395},true,Sunrisers,caught,73,203964,4,203232,13,2,2663654,111,4,308.33
{96417},true,Royals,caught,73,453633,39,503534,7,10,8698384,87,3,787.97
{10125},true,RCB,caught,72,276717,23,154544,7,6,4682279,87,4,471.87
{12701},true,Guj Lions,caught,72,84138,7,95281,7,2,2165239,91,4,246.25
{2024},true,Mumbai,caught,72,59991,19,162559,11,8,2141777,83,1,599.87
{2041},true,Daredevils,caught,72,16594,7,53050,14,4,728207,123,5,340.91
{4176},true,RCB,caught,72,183763,24,142810,6,13,2961245,72,2,396.86
{47055},true,RCB,caught,72,155886,10,112015,11,5,2408722,118,8,358.18
{47185},true,Kings XI,caught,72,182573,12,198248,8,5,3525670,82,2,295.98
{49752},true,Chargers,caught,72,97803,11,17758,9,4,1285632,105,6,404.43
{52539},true,KKR,caught,72,24083,8,161135,9,5,2077125,85,2,240.45
{53330},true,Super Kings,caught,72,75515,12,159717,7,5,3127626,90,5,535.12
{54479},true,Super Kings,caught,72,55503,8,98078,11,2,1146381,104,2,230.24
{60530},true,Daredevils,caught,72,346149,21,337043,3,8,5698460,75,3,571.41
{61832},true,Mumbai,caught,72,206488,21,248148,7,9,4841722,85,2,589.71
{61988},true,Kings XI,caught,72,53515,7,54428,7,3,1378149,75,2,209.43
{64244},true,Super Kings,caught,72,144341,8,102001,7,2,2083795,88,5,232.38
{67296},true,Mumbai,caught,72,269891,18,288607,4,6,6216000,68,2,343.12
{75311},true,KKR,caught,72,231077,30,300707,10,6,4884248,129,9,663.81
{47123},true,Warriors,caught,71,27890,4,63519,8,6,1697276,99,5,266.66
{48319},true,Daredevils,caught,71,93938,6,58161,13,3,1316943,106,1,276.89
{49028},true,Kings XI,caught,71,68098,3,124356,12,4,2273220,112,4,320.29
{53891},true,Daredevils,caught,71,169531,20,253964,10,6,3259663,92,2,604.5
{60530},true,Titans,caught,71,124524,9,127719,3,3,2663554,96,6,274.85
{7419},true,Mumbai,caught,71,103849,17,95598,8,5,1639545,107,8,472.37
{7630},true,KKR,caught,71,17134,12,71211,8,4,1674543,99,4,356.69
{7773},true,Daredevils,caught,71,221316,26,177354,9,6,4175613,91,6,615.27
{87477},true,Punjab Kings,caught,71,111760,3,164913,10,3,2558196,123,9,363.29
{101780},true,KKR,caught,70,160371,14,183961,7,3,3862249,88,4,321.8
{104814},true,Royals,caught,70,242857,11,251232,8,4,5066336,113,7,565.81
{108718},true,Super Kings,caught,70,153497,5,131106,15,2,2719070,111,3,300.63
{44946},true,Kings XI,caught,70,59253,11,23032,5,5,1441706,95,5,342.37
{59260},true,KKR,caught,70,74249,12,81885,11,4,2313174,110,4,440.95
{61990},true,Titans,caught,70,219840,13,201675,10,3,4078527,115,5,466.64
{7458},true,Royals,caught,70,78366,6,65839,8,4,1550821,79,1,338.95
{8742},true,Kings XI,stumping,70,180292,28,213964,3,5,3279986,73,3,395.14
{10439},true,Kings XI,caught,69,10129,1,10125,11,1,336019,115,7,166.66
{11920},true,Royals,stumping,69,214725,21,215438,6,5,2746796,58,0,320.59
{12562},true,Royals,caught,69,178282,14,113612,6,4,2606276,85,3,305.06
{47185},true,RCB,caught,69,210191,19,160515,4,5,2060978,71,3,516.45
{47252},true,KKR,caught,69,38583,21,230155,6,9,2110623,87,4,528.59
{47289},true,RCB,caught,69,110060,16,155895,5,4,1674550,71,1,303.26
{51088},true,Super Kings,caught,69,167650,15,255015,8,6,4911288,91,4,499.94
{51098},true,KKR,caught,69,128475,16,79415,10,5,2640623,98,4,432.13
{51216},true,Kings XI,stumping,69,27432,9,39199,10,4,1091133,87,2,406.11
{60806},true,Capitals,caught,69,392658,20,414630,9,11,7829893,110,8,675.97
{70633},true,Super Kings,caught,69,247733,31,291820,9,9,7122043,69,1,631.83
{71335},true,Super Giants,caught,69,215353,14,256992,10,4,4023015,110,5,530.98
{72103},true,Mumbai,caught,69,206730,8,190024,10,4,3792489,96,3,382.06
{7630},true,Chargers,caught,69,103558,15,32928,5,3,1230521,84,5,333.42
{7678},true,Super Kings,caught,69,110213,18,120128,10,6,1992726,87,3,503.87
{83439},true,Sunrisers,caught,69,360701,30,370323,11,9,6742107,100,3,658.73
{9022},true,Daredevils,caught,69,77289,12,74732,9,6,1491476,73,1,271.26
{47289},true,Kings XI,caught,68,207848,23,200139,9,5,3427917,85,3,477.61
{49327},true,Super Kings,caught,68,16156,3,66454,8,3,837229,67,0,189.96
